Term English ,Notes English,Term German ,Variations German,Notes German,Category,Term English,Term German,glossary_sheet_id
Agent,"An agent, or AI agent, is a software program that can interact with its environment and carry out tasks autonomously on the basis of data. Agent refers to all agents inside and outside of monday, explaining what they do and how they interact with human coworkers
Example: 
Manage all agents in the account",Agent,KI-Agent,"Ein Agent oder KI-Agent ist ein Softwareprogramm, das mit seiner Umgebung interagieren und auf Basis von Daten selbstständig Aufgaben ausführen kann. Die Begriffe „Agenten“ und „KI-Agenten“ können synonym verwendet werden, da sie dasselbe bezeichnen: Agenten sind KI-Agenten. Im Zusammenhang mit „dein Team und die Agenten“ ist es oft besser, von „KI-Agenten“ zu sprechen, um zu betonen, dass Menschen und maschinelle Bots zusammenarbeiten.
Bsp.: 
Where people and agents work side by side. (EN)
Wo Menschen und KI-Agenten Seite an Seite zusammenarbeiten. (DE)",Product & Features
Agents,"Agents, or AI agents, are a software program that can interact with its environment and carry out tasks autonomously on the basis of data. Agents refers to all agents inside and outside of monday, explaining what they do and how they interact with human coworkers
Example: 
Manage all agents in the account",Agenten,KI-Agenten,"Agenten oder KI-Agenten sind ein Softwareprogramm, das mit seiner Umgebung interagiert und auf Basis von Daten selbstständig Aufgaben ausführen kann. Die Begriffe „Agenten“ und „KI-Agenten“ können synonym verwendet werden, da sie dasselbe bezeichnen: Agenten sind KI-Agenten. Im Zusammenhang mit „dein Team und die Agenten“ ist es oft besser, von „KI-Agenten“ zu sprechen, um zu betonen, dass Menschen und maschinelle Bots zusammenarbeiten.
Bsp.:
Where people and agents work side by side. (EN)
Wo Menschen und KI-Agenten Seite an Seite zusammenarbeiten. (DE)",Product & Features
AI Agent,"Context: when the copy specifically highlights the AI character of the agents (though it is the exact same thing than agents )
Example: 
Meet your new teammates - AI agents that do the work for you.",KI-Agent,,"Ein KI-Agent ist ein Softwareprogramm, das mit seiner Umgebung interagieren und auf Basis von Daten selbstständig Aufgaben ausführen kann. Die Begriffe „KI-Agenten“ und „Agenten“ können synonym verwendet werden, da sie dasselbe bezeichnen: Agenten sind KI-Agenten.
Bsp.:
Agents created by users via the monday agent builder (EN)
Agenten, die von Benutzern mit dem monday agent Builder erstellt wurden (DE)
KI-Agenten, die von Benutzern mit dem monday agent Builder erstellt wurden (DE)",Product & Features
AI Agents,"Context: when the copy specifically highlights the AI character of the agents (though it is the exact same thing than agents )
Example: 
Meet your new teammates - AI agents that do the work for you.",KI-Agenten,,"KI-Agent sind ein Softwareprogramme, die mit ihrer Umgebung interagieren und auf Basis von Daten selbstständig Aufgaben ausführen können. Die Begriffe „KI-Agenten“ und „Agenten“ können synonym verwendet werden, da sie dasselbe bezeichnen: Agenten sind KI-Agenten.",Product & Features
monday agents,product term for the monday native agents inside the monday platform,monday agents,,"monday agents wird überall dort verwendet, wo wir ganz spezifisch über die monday native Agenten sprechen, also Agenten, die in monday.com voreingestellt sind oder durch den Benutzer auf der Plattform erstellt werden können. Auch wenn im Englischen Original ""agent"" oder ""AI Agent"" verwendet wird, aber deutlich wird, dass nur die monday nativen Agenten gemeint sind, kann man ""monday agents"" verwenden.
Bsp.:
Add to monday AI Agent (EN)
Zum monday agent hinzufügen (DE)",Product & Features
tag,,"Tag, taggen",,"Tag = Substantiv, taggen = Verb. Nie mit dem deutschen Wort Tag (= day) verwechseln — im Zweifel Label verwenden."
stuck,,blockiert
subitem,,Unterelement
seat,usually referring to amount of users that can access the platform within a specific plan,Benutzer
Story points,"Story points are units of measure for expressing an estimate of the overall effort required to fully implement a product backlog item or any other piece of work. Teams assign story points relative to work complexity, the amount of work, and risk or uncertainty.",Story Points
streamline,become more efficient and effective by employing faster or simpler working methods.,straffen,optimieren,"Im Kontext von verkürzen oder verschlanken: straffen
Im Kontext von effizienter machen: optimieren"
sprint metadata,,Sprint-Metadaten
SMB,"Short for ""small-medium busienesses""",KMU,,Kleine und mittelständische Unternehmen
stakeholder,,Stakeholder
tab,,Tab
template,,Vorlage
the next level,,voranbringen
world clock,,Weltzeituhr
WorkForms,WorkForms,WorkForms
workdoc,,Workdoc
viewer,,Betrachter
training,,Training
visual,,visuell
vote column,type of column that allows users to vote to specific item,Abstimmungsspalte
trial,,Testversion
team work,,Teamwork
tip,,Tipp
to do,,To-do
team members,,Teammitglieder
time tracking,,Zeiterfassung
view,,Ansicht
update,,Update,,"Update = Substantiv, auch für einen Beitrag an einem Item. Als Verb: aktualisieren."
to update,,updaten,aktualisieren
tier,,Stufe
whiteboard,,Whiteboard
upgrade,,upgraden,,upgraden = Verb. Als Substantiv: das Upgrade.
workspace,"Workspaces can be thought of as large, organizational folders used to categorize the content in an account. They can be used to organize information according to different teams, projects, or whatever other categories your team operates with.",Arbeitsbereich
world Clock column,,Weltzeit-Spalte
startup,,Startup
sprint,a set period of time during which specific work has to be completed and made ready for review. Each sprint begins with a planning meeting.,Sprint
seats,usually referring to amount of users that can access the platform within a specific plan,Benutzer
standard plan,,Standard-Paket
sprint retrospective,The sprint retrospective is a recurring meeting of software developers held at the end of a sprint used to discuss what went well during the previous sprint cycle and what can be improved for the next sprint.,Sprint-Retrospektive
social media marketing,,Social-Media-Marketing
social media schedule,,Social-Media-Zeitplan
social media,,Social Media
social media team,,Social-Media-Team
status column,a column type to show the status of a certain item,Status-Spalte
thumbed up,,Daumen hoch
tags column,"a column that allows you to display tags (#work, #personal…)",Tag-Spalte
template center,,Vorlagenzentrale
terms of service,,Nutzungsbedingungen
visualise,,visualisieren
timeframe,,Zeitraum
sync meeting,short team gatherings to go over tasks and statuses,Abstimmungsmeeting
workload,,Arbeitspensum
task,,Aufgabe,,"Achtung Kontext: Wenn „task” als reguläres Wort auftaucht z. B. Aufgaben zuweisen, Aufgaben erledigen etc., dann bitte „Aufgabe” verwenden. Wenn es sich um Scrum-Terminologie im Projektmanagement handelt, bitte „Task” verwenden."
gap analysis,,Lückenanalyse
explore,,erkunden
Trusted by,,vertrauen auf
trusted by 225.000 customers,,225.000 Kund:innen vertrauen auf,,"Nur in Marketing-Materialien gendern, Bsp.: z. B. 225.000 Kund:innen vertrauen auf monday,com"
workflow,,Workflow
track,,verfolgen,,"nachverfolgen, wenn das Beobachten von Fortschritt gemeint ist. verfolgen kann auch hinterherjagen bedeuten."
around the world,,weltweit
unarchive,,wiederherstellen
widget,"Widgets are often used in a dashboard, for example - battery widget.",Widget
URL adresss,,URL
working on it,"""Working on it"" status",In Bearbeitung
work without limits,monday's tagline. If it sounds bad in your language - please change it to something similar,Grenzenlose Zusammenarbeit
voting column,type of column that allows users to vote to specific item,Abstimmungsspalte
work management,,work management,Arbeitsmanagement,"Im Kontext des Produkts: work management
Im Kontext des Nutzens: Arbeitsmanagement"
Work OS,Work Operating System,Work OS,,DAS Work OS
default,,Standard
Gantt chart,,Gantt-Diagramm
resource,,Ressource
Be the first,,zu den Ersten gehören
content team,,Content-Team
demo booth,,Demo-Stand,,"Ein Produktstand bei monday Events, mit welchem Experten am Computer vorführen, wie monday funktioniert"
Work It Out,,Finde es heraus
talk,,Beitrag,,"Beitrag nur im Sinne eines Vortrags oder einer Session. Für ""talk to us"" oder ""let’s talk"": sprechen bzw. Gespräch."
session,,Veranstaltung,,Die verschiedenen Veranstaltungen bei einem Event wie z. B. einer Konferenz
Epic,,Epic,,"Scrum-Terminologie: Ein Epic ist ein Teil einer Aufgabe, der in einzelne Tasks („User Storys”) unterteilt werden kann. Epics sind große User Stories, die normalerweise zu groß sind, um in einer einzigen Iteration implementiert zu werden."
User Story,,User Story,,"Scrum-Terminologie: Eine User Story ist eine Erklärung einer Software-Funktion, die aus der Sicht des Endbenutzers verfasst wurde und formuliert, wie eine einzelne Aufgabe dem Kunden einen bestimmten Wert liefert."
feedback,,Feedback
enterprise client,,Enterprise-Kunde
enterprise customer,,Enterprise-Kunde
ent customer,,Enterprise-Kunde
ent client,,Enterprise-Kunde
HIPAA,,HIPAA,,HIPAA steht für „Health Insurance Portability and Accountability Act“. Das US-amerikanische Gesetz soll Gesundheitsdaten schützen.
GDPR,,DSGVO
Multi-level permissions,,Mehrstufige Zugriffsberechtigungen
AI Assistant,,KI-Assistent
Smartling,,Smartling
prospect,,potenzieller Kunde
potential client,,potenzieller Kunde
rollout,,Markteinführung
contributor,,Bearbeiter,,Bearbeiter für die Rolle bzw. Berechtigung in monday.com. Im allgemeinen Sinn von Mitwirkender: siehe zweiter Eintrag.
sandbox,,Sandbox,,"Sandbox bezeichnet einen isolierten Bereich, in dem jede Maßnahme keine Auswirkung auf die äußere Umgebung hat. Kann auch der Name eines Design-Elements sein."
forecasted,,prognostiziert,,z. B. Umsatz-Prognose
revenue,,Umsatz,Einnahmen
insights,,Erkenntnisse,Einblicke,"Im Kontext von Schlüsse ziehen: Erkenntnisse, Bsp: aus gesammelten Daten Erkenntnisse gewinnen
Im Kontext von visuell Einblick gewähren: Einblicke
Bsp.: Einblicke in den gesamten Service-Betrieb gewinnen"
master class,,Masterclass,,"Eine Masterclass ist ein Kurs/Webinar, das von einer erfahrenen Expertenpersönlichkeit unterrichtet wird."
benchmark,,Benchmark
unique,,einzigartig
source of truth,"Descriptive ""pricing"" (our pricing, the pricing page) → Preise / Preisgestaltung. BUT when ""pricing"" is part of a product/feature label, keep it in English and hyphenate as a German compound: Pricing-Agent, Pricing-Seite, Pricing-Modell. Do not treat a ""Pricing-…"" compound as a missing ""Preise.""",Informationsquelle
pricing,,Preise
no-code,,codefrei
Show all,,Alles anzeigen
Discovery,,Bestandsaufnahme, Bedarfsanalyse,"Erstgespräch, Beginn der Phase der Bedarfsermittlung im Vertrieb. "
Discovery Call,,Erstgespräch,Discovery Call,"Sales-Terminologie. 
Im Kontext von B2C: Erstgespräch, Bsp.: Der KI-Agent führt das Erstgespräch mit dem Kunden
Im Kontext von B2B Sales Terminologie: Discovery Call, Bsp.: Du kannst deine Discovery Calls direkt in monday führen"
Pipeline,,Pipeline
Pipeline (sales pipeline),,Pipeline (Vertriebs-Pipeline)
auto-enrich,A function in CRM solution,automatische Anreicherung
burn-down chart,,Burndown-Diagramm
Actual SP,,Aktuelle SP
burndown,,Burndown
burndown chart,,Burndown-Diagramm
daily standup,,Daily Stand-up,,Tägliches Meeting im Scrum-Umfeld
estimated SP,,geschätzte SP
scrum,,Scrum
scrum team,,Scrum-Team
SP,,SP
monday product suite,,monday Produktsuite
product suite,,Produktsuite
Live Chat,,Live-Chat
Parent template,,Parent-Vorlage
Child templates,,Child-Vorlage
monday service,,monday service,,needs to stay in english because it's a product
Managed template,,Verwaltete Vorlage
weekly capacity,,Kapazität pro Woche
sales cycle,,Vertriebszyklus
AI Blocks,,KI-Bausteine
Agility,,Agilität
sponsor,,Sponsor
canvas,,Arbeitsfläche
alignment,,"Ausrichtung, Abstimmung",,"Ausrichtung bei strategischer Ausrichtung, etwa an Zielen. Abstimmung, wenn die Koordination zwischen Personen oder Teams gemeint ist."
prioritization,,Priorisierung
champion,,Champion
No touch,No-touch → self-directed sales / automated sales,No-Touch,Low-Touch,"No-Touch → selbstgesteuerter Vertrieb / automatisierter Vertrieb
Low-Touch setzt auf Automatisierung und Inhalte, um die Nutzer anzuleiten, wie Wissensdatenbanken, Onboarding-Videos und E-Mail-Sequenzen."
High touch,High-Touch → beratungsintensiver Vertrieb / persönlicher Vertrieb,High-Touch,,"High-Touch → beratungsintensiver Vertrieb / persönlicher Vertrieb
Bei High-Touch dreht sich alles um den direkten Kontakt – dedizierte CSMs, individuelles Onboarding, regelmäßige Check-ins und strategische Beratung."
Lead generation,,Leadgenerierung
capacity,,Kapazität,Auslastung
hierarchy,,Hierarchie
child,,Child-,,Im Kontext von Hierarchien und Abhängigkeiten
parent,,Parent-,,Im Kontext von Hierarchien und Abhängigkeiten
asset,,Asset,,"Im Kreativ-Kontex sind Assets in der Regel visuelle Dateien, Grafiken etc. die für Marketing benutzt werden"
repository,,Repository,,"Im Kontext von Softwareentwicklung: ein zentraler, digitaler Speicherort für Daten, Dokumente oder Quellcode. Ein „Archiv“ für Dateien und Versionierung."
performance,,"Performance, Arbeitsleistung",,"Performance für die Leistung von Kampagnen, Systemen oder Prozessen. Arbeitsleistung nur für die Arbeitsleistung einer Person."
sales,,Vertrieb
scale,,skalieren,,"skalieren als Verb. ""at scale"" nicht wörtlich übersetzen: im großen Maßstab bzw. bei wachsendem Umfang."
at scale,,in jeder Größenordnung,im großen Stil,"Im Marketing-Kontext: in jeder Größenordnung
Man kann auch kürzen zu: im großen Stil. 
Gemeint ist: skalierbar, im großen Umfang"
outreach,,Outreach,Reichweite,"Im Kontext als Vertrieb-Fachterminus: Outreach
Im Kontext des Ziels mehr Leute zu erreichen: Reichweite"
silo,,isolierte Prozesse,isoliertes Arbeiten,"Das unvernetzte Arbeiten, wo jeder Mitarbeiter bzw. jede Abteilung wie im „Elfenbeinturm"" sich nur um ihre eigenen Belange kümmert, statt in Abstimmung mit anderen"
assign,,zuweisen
department,,Abteilung
AI-powered,,KI-gestützt
insights,,Erkenntnisse,Einblicke
governance,,"Governance, Kontrolle",,"Governance verwenden. Kontrolle nur, wenn tatsächlich die Kontrolle über etwas gemeint ist, nicht das Regelwerk."
digital worker,,digitale Arbeitskraft
prompt,,Prompt
Follow-up,,Folgeaktionen,,z. B. im Vertrieb: man muss nach dem Kundenkontakt während der Customer Journey immer wieder nachfassen und Folgeaktionen einleiten
to follow up,,nachfassen,,z. B. im Vertrieb: man muss nach dem Kundenkontakt während der Customer Journey immer wieder nachfassen und Folgeaktionen einleiten
deck,,Präsentation,,"Z.B. Power Point Präsentation zur Vorstellung von Produkten und Angeboten, z.B. im Vertrieb"
Trust Center,,Trust Center
mitigation,,Risikominderung
metrics,,"Kennzahlen, Zahlen",,"Kennzahlen verwenden. Zahlen nur, wenn allgemein von Zahlenwerten die Rede ist."
deliverability,,Auslieferbarkeit
Rollup,,"Roll-Up, Roll-Up-Banner",,Rollbares Plakat am Ständer für Marketing-Events
encrypt,,verschlüsseln
privacy,,Datenschutz,Privatsphäre
bottleneck,,Engpass,,"Bitte an Kontext anpassen, damit es organisch klingt. Es beschreibt Warenknappheit oder Ressourcenmangel, der zu Stau und Verzögerungen führen kann"
analytics,,Analysen
upload,,hochladen,uploaden
policy,,Richtlinie
accountability,,"Verantwortung, Zuständigkeit",,"Verantwortung als Standard. Zuständigkeit, wenn es darum geht, wer konkret für was zuständig ist."
sales funnel,,"Vertriebstrichter, Sales Funnel",,Sales Funnel verwenden — im Marketing-Umfeld gängiger. Vertriebstrichter nur in bewusst deutschsprachigem Kontext.
Contributor,,Mitwirkender,,"Mitwirkender im allgemeinen Sinn, wer zu etwas beiträgt. Für die Rolle bzw. Berechtigung in monday.com: Bearbeiter."
sentiment,,Stimmung
notetaker,,Notetaker
inputs,,"Input, Eingaben",,"Eingaben für Daten, die in ein System eingegeben werden. Input für Beiträge oder Rückmeldungen von Personen."
Brand awareness,,Markenbekanntheit
enterprise ready,,unternehmenstauglich,Enterprise-fähig,Bereit für den Einsatz in großen Organisationen und deren IT- und Organisationsanforderungen
block,,Baustein
This Month,Use the German term exactly as written. monday.com product UI copy — not standard textbook German.,Aktueller Monat,,"„Aktueller Monat“ ist der Name der Elementgruppe auf der Plattform, die anzeigt, welche Aufgaben jeden Monat anstehen: Aktueller Monat vs. Nächster Monat. Dieses UI ist häufig auf Assets zu sehen."
Next Month,Use the German term exactly as written. monday.com product UI copy — not standard textbook German.,Nächster Monat,," „Nächster Monat“ ist der Name der Elementgruppe auf der Plattform, die anzeigt, welche Aufgaben jeden Monat anstehen: Dieser Monat vs. Nächster Monat."
Owner (column),column header label in monday,Zuständig,,"Im UI-Kontext: Name der Spalte, in der die zuständige Person angezeigt wird"
Complete ,Common status column label for a completed task,Abgeschlossen
Done ,Common status column label for a completed task,Erledigt
Code Reviewer,,Code-Checker
Meeting Scheduler,,Meeting-Planer,,"Der Meeting-Planer koordiniert Besprechungen, indem er freie Zeitfenster ermittelt und Einladungen versendet."
Sales Agent,An AI agent that handles sales,Vertriebsagent
Service Agent,An AI agent that handles Service requests and more,Serviceagent
Early access,,Vorabzugang
Agentic,,agentisch
Agentic workflows,,Agenten-Workflows
revenue teams,,umsatzgenerierende Teams
ticket triage,,Ticket-Triage
SLA,,"das SLA, Service-Level-Agreement",,"Bei Erstnennung Service-Level-Agreement, danach die Kurzform das SLA."
Brands,,Firmen
Branded,,im Firmendesign
2 way ,,wechselseitig
Incident management,,Incident-Management
AI Work Platform,,KI-Arbeitsplattform
memory ,The term is related to the memory of the AI. That means that passed interactions are saved in the memory of the AI,Memory,,"Gemeint ist das Memory in der KI, also der Verlauf und vergangene Interaktionen etc"

personalized,"Different from ""personal"". ""Personalized"" = custom/tailored to the user (NOT 1:1, NOT belonging to a person). Use individuell or maßgeschneidert depending on context. ""Personal"" (= 1:1, persönlich) is a separate term.",individuell,maßgeschneidert,"Niemals ""persönlich"" für ""personalized"". Im Sinne von personalisiert je nach Kontext ""individuell"" (auf den Benutzer zugeschnitten) oder ""maßgeschneidert"" (besonders aufwendig angepasst) nutzen."
take action,"In AI agent context: agents execute work, they don't merely take action. Translate as ""ausführen"". When the source pairs this with ""lead"" (e.g. ""you lead, agents act""), use the wordplay ""führen/ausführen"" to preserve the marketing punch.",ausführen,,"Im KI-Agenten-Kontext: Agenten führen Arbeit aus, sie ""handeln"" nicht. Wortspielmöglichkeit mit ""führen/ausführen"" bei ""you lead, agents act / take action""."
execution spec,Product/development term — the specification of how something will be implemented.,Ausführungsspezifikationen,Umsetzungsspezifikationen
move * forward,"Variable-middle-word pattern: * matches up to 3 intervening words. Covers ""move forward"", ""move business forward"", ""move your business forward"", etc. Marketing idiom — translate the meaning (drive progress / accelerate), NOT literal ""move forward"".",vorantreiben,,"Sense-aware: (1) growth / business advancement (e.g. ""Move your business forward"") → vorantreiben (infinitive form per style guide: ""Dein Business vorantreiben""). (2) operational / time / calendar / ""keep things moving"" (e.g. agents managing meetings, work flow) → use Abläufe beschleunigen / Alles am Laufen halten / Das Weiterkommen vorantreiben, NOT a literal ""voran""-construction. (3) transactional acceptance (""Should we move forward?"" = decide-and-act) → annehmen / den Auftrag annehmen. Read the surrounding sentence to pick the right sense."
competitive research,Marketing / business term for analyzing competitors and their moves. Avoid the literal Mitbewerber-Recherche.,Wettbewerbsrecherche,,"Standard DE business terminology. Use this consistently; avoid Mitbewerberforschung / Mitbewerber-Recherche (uncommon, literal)."
Won,CRM deal status pill — never gewonnener Deal / Gewonnen,Abschluss
won deal,"CRM status when sale closed (UI label), categorizing the sale as 100% closed and completed. ",Abschluss
experience,Product trial/onboarding CTA — NOT pain-point sense,Erlebnis
Extra 7 days free Trial,Used to give users a longer trial period ,7 zusätzliche Testtage gratis
external AI Agents,type of agent,externe KI-Agenten,,Von externen Anbietern verbundene Agenten
existing AI Agents,type of agent,bestehende KI-Agenten
Custom AI Agents,type of agent,Benutzerdefinierte KI-Agenten,,"Benutzerdefinierte KI-Agenten sind Agenten, die von Benutzern über den monday Agent Builder erstellt werden"
Marketplace AI Agents,type of agent,Marktplatz-KI-Agenten,,"Agenten, die von verifizierten Partnern erstellt wurden und über den Monday Marketplace verfügbar sind"
Private AI Agents,type of agent,Private KI-Agenten
monday built-in AI agents,type of agent,native monday agents
org agents,,Organisations-Agenten,,"Agenten, die von einer Organisation erstellt oder direkt von einem Anbieter bereitgestellt wurden"
3rd-party agents,,Drittanbieter-Agenten
third-party MCP agents,,Drittanbieter-MCP-Agenten
Expert Agents,"Pre-defined, native monday agents designed for specific, common roles, task types and end-to-end workflows. Like the CRM AI Lead Agent and the CRM Sales Agent",Spezialisierte Agenten,,"Vordefinierte, native monday Agenten, die für bestimmte, häufig vorkommende Rollen, Aufgabentypen und durchgängige Arbeitsabläufe entwickelt wurden. Wie beispielsweise der „CRM KI-Lead-Agent“ und der „CRM Vertriebsagent“"
Enterprise AI Agents,,Enterprise-KI-Agenten,,"Im Rahmen einer Zusammenarbeit mit innovativen Organisationen wie AWS, Anthropic und Wix wurde Agentalent.ai entwickelt, das Unternehmen dabei, unterstützt KI-Agenten für operative Aufgaben zu bewerten, einzustellen und zu verwalten."
agent credits,product term,Agent-Credits,,"Credits sind Guthaben für die Nutzung von KI-Agenten, die endlich sind und nachgekauft werden können"
monday agent factory,product term,monday agent factory,,"Agent Factory ist eine codefreie Plattform, mit der jede Person in wenigen Minuten KI-Agenten erstellen und launchen kann."
agent factory add-on,product term,Agent Factory Add-on,,"Agent Factory ist eine codefreie Plattform, mit der jede Person in wenigen Minuten KI-Agenten erstellen und launchen kann."
monday skills,product term,monday skills,,"Skills sind Fähigkeiten, die Agents nutzen, um bestimmte Aufgaben zu erledigen,."
Skill hub,product term,Skill Center,,"Ein Bereich in monday, in dem der Nutzer bestimmte Agenten anhand ihrer Kompetenzen auswählen kann"
Agent center,product term,Agenten-Center,,"Ort auf der Plattform, wo man sich die Agenten aussuchen und gestalten kann. "
monday notetaker,product term,monday notetaker,,monday notetaker erfasst und dokumentiert Meetings automatisch und liefert empfohlene nächste Schritte aus allen Gesprächen (KI-Notetaker).
Notetaker,product term,Notetaker,,"Kurzversion von monday notetaker, erfasst und dokumentiert Meetings automatisch und liefert empfohlene nächste Schritte aus allen Gesprächen (KI-Notetaker)."
monday MCP,"product term
The monday MCP is an open framework that securely connects AI agents (like Claude, Cursor, Copilot, ChatGPT, Figma Make or Gemini CLI) to monday workspace, allowing them to read, create and update data on boards.",monday MCP,,"monday MCP ist ein offenes Framework, das KI-Agenten (wie Claude, Cursor, Copilot, ChatGPT, Figma Make oder Gemini CLI) sicher mit dem monday-Workspace verbindet und ihnen ermöglicht, Daten in den Boards zu lesen, zu erstellen und zu aktualisieren. Das Model Context Protocol (MCP) ermöglicht es KI-Agenten, monday.com-Tools direkt aufzurufen."
Guardian,"product term
The Guardian add-on can be added to your monday.com account as an extra layer to enhance data protection and governance, streamline organization-wide access, and adhere to compliance requirements with an extra layer of protection.",Guardian,,"Das Guardian-Add-on kann zum Konto als zusätzliche Schutzebene hinzugefügt werden, um den Datenschutz und die Governance zu verbessern."
Guardian add-on,"product term
The Guardian add-on can be added to your monday.com account as an extra layer to enhance data protection and governance, streamline organization-wide access, and adhere to compliance requirements with an extra layer of protection.",Guardian Add-on,,"Das Guardian-Add-on kann zum Konto als zusätzliche Schutzebene hinzugefügt werden, um den Datenschutz und die Governance zu verbessern."
Workload View ,product term (widget),Arbeitspensum-Ansicht
Agentalent.ai ,product term,Agentalent.ai ,,"Agentalent.ai ist das erste Produkt von monday agent labs, für den Einsatz und die Verwaltung von KI-Agenten in Organisationen."
monday agent labs,brand name,monday agent labs,,"monday agent labs, die Entwicklungsplattform von monday.com, die den Release und die Einführung der neuesten Innovationen im Bereich der agentenbasierten Arbeit in Unternehmen beschleunigt"
Evolve,,Evolve,,"„Evolve“ ist ein regionales Event von monday.com für Benutzer und Interessierte mit Fokus auf die Weiterentwicklung der Plattform. Im Mittelpunkt stehen strategische Produkt-Updates, Roadmap-Einblicke und neue Funktionen, oft ergänzt durch Diskussionen und Erfahrungsberichten."
agent builder,A flexible builder that allows you to create custom agents tailored to your workflows.,Agent-Builder,,"Ein flexibler Builder, mit dem Kunden benutzerdefinierte Agenten erstellen können, die genau auf ihre Arbeitsabläufe zugeschnitten sind."
deliverables,,zu liefernde Ergebnisse,,"Was das Projekt abliefern muss: zu liefernde Ergebnisse
Bsp.: 
A roadmap of your product's goals and deliverables (EN)
Eine Roadmap deiner Produktziele und zu liefernden Ergebnisse (DE)"
analyst,,Analyst,,NICHT: Analytiker
accessibility,,Barrierefreiheit,Zugänglichkeit,"Im Kontext von Technologien: Barrierefreiheit
Im Kontext von Zugriffsmöglichkeit: Zugänglichkeit"
content calender,,Content-Kalender
scattered,,fragmentiert
scattered tools,,fragmentierte Tools
scattered teams,,dezentrale Teams,dezentrale Mitarbeiter,Mitarbeiter im Homeoffice oder in verschiedenen Büros oder mehreren Standorten
shared context,,gemeinsamer Kontext
Start from blank,,Selbst gestalten,,Wenn man ohne eine vordesignte Vorlage eines Boards oder Agenen arbeiten und einen eigenen erstellen will
Start from scratch,,Selbst gestalten,,Wenn man ohne eine vordesignte Vorlage eines Boards oder Agenen arbeiten und einen eigenen erstellen will.
health,,Projektstand,Gesundheit,"Im Kontext von Projektmanagement: Projektstand
Im Kontext von Menschen: Gesundheit"
the future of work,,die Zukunft der Arbeitswelt
transform the way we work,,transformiert unsere Arbeitsweise
AI work platform where humans and agents work together ,,wo Menschen und KI-Agenten zusammenarbeiten,wo Menschen und KI-Agenten Seite an Seite arbeiten
business impact,,Geschäftseffekt,Geschäftswachstum,"Im Kontext von Auswirkung auf das Unternehmen: Geschäftseffekt
Im Kontext von Maximierung der Leistungsfähigkeit: Geschäftswachstum"
impact,,Effekt,Auswirkung
AI impact,,KI-Effekt
the power of AI,,die Power von KI,die Hebelwirkung von KI
redefining how teams work,,"die Revolution von Teamarbeit
"
business outcome,,geschäftliche Ziele
workforce,,Workforce,Arbeitskräfte,"Arbeitskräfte kann Menschen und KI-Agenten miteinschließen.
Im Kontext des Produkts und Agenten, die zur Workforce gehören: Workforce
Im erklärenden Kontext, was es ist: Arbeitskräfte "
Unlimited workforce,,"Unbegrenzte Arbeitskraft
",,"Die Arbeitskraft, die aus dem pausenlosen Einsatz der KI-Agenten entsteht"
monday Agents desktop app,,monday agents Desktop-App
,,,,localize department name of 'Product & R&D'  | Added by: review-app,feedback,Product & R&D,Produkt & F&E,1FUEDcQh3PAaL2fHOufqjCfb1Y1pHNQTbtJYMK5J1Cp4
